"speaker","title","msg"
"Michael Fiddelke","Executive Vice President and Chief Financial Officer at Target","Yeah. Thanks for the question. You said part of the answer right in your question. We continue to take a cautious approach to the top line. We think that served us really well in the first quarter. One of the reasons we got the profit outcome we did in the first quarter is that with inventory positioned conservatively that gives us flexibility and agility. And so you'll continue to see us take that posture for the balance of the year. And that comes with an impact on the top line and the bottom line. Our leverage looks different at a slightly negative comp than it does when we're running a positive comp. A couple of other things that I dimensionalize kind of in how they'll paginate over the year though. One is shrink, with the current trends continuing that year-over-year pressure from shrink is certainly front half loaded in the year. And so you see that impact in Q2 as well. And then we're excited about the continued work on our efficiency initiatives and you'll see some of that come to bear in the back half of the year too. So taking that altogether, we feel good about the full year positioning and we're appropriately cautious for the second quarter."
"Brian Cornell","Chair and Chief Executive Officer at Target","Ed, you heard Christina talk about the changes we've taken from an inventory standpoint, the benefits that's going to provide over the balance of the year. That gives us optimism as we think about the full year guidance. The combination of reduced inventory allows us to bring newness into our assortment, make sure we're on-trend with the items we know our guests are shopping for, continue to leverage the traffic gains we've seen now for 12 consecutive quarters and balance the strength we're seeing in food and beverage, household essentials, in beauty with the seasonal moments where Target shines. So as we sit here today, we're excited about back to school and back to college. We've got great plans for the holiday season. And Christina and our team have done a fabulous job of making sure we've got new on-trend items that are going to delight our guests and provide that affordable joy we're looking for each and every day."
"Edward Kelly","Analyst at Wells Fargo Securities","Just a follow-up. At the Investor Day, you mentioned that 6% is, I guess, potential for 2024 and the backdrop is shifting though. Can you just sort of update us on your thoughts around that building blocks considering the macro? Thank you."
"Brian Cornell","Chair and Chief Executive Officer at Target","Yeah. Nothing new to share on front today. I mean, as we sit here one quarter into the year with a comp that played out kind of exactly as we expected and a full year guidance that we think is still appropriate, I think the underlying work in front of us to build back profitability, a meaningful piece of which is part of our plan here in 2023 will be the first step along that path."
"Edward Kelly","Analyst at Wells Fargo Securities","Thank you."
"Operator",NA,"Thank you. Our next question is from Chris Horvers with JPMorgan. You may go ahead."
"Christopher Horvers","Analyst at JPMorgan Chase & Co.","Thanks. Good morning, everybody. So a follow-up to the first question there. So on the comp side, is it your expectation that despite disinflation and consumables that clean inventory, some new newness and easier compares, you're expecting general merchandise performance to, I guess, maybe get less worse as we get into the back half of the year?"
"Christina Hennington","Executive Vice President and Chief Growth Officer at Target","Hi, Chris. Maybe I can start this one. We acknowledge that there's a lot of volatility and that we cannot predict the future, but our expectation is that some of the strengths of Target really amplify during the back half of the year and it starts with what Brian said, back to school, back to college where the full value proposition of Target is really put on display. You can leverage all five categories in our multi-category portfolio to achieve what you need for your family, buying backpacks, and lunches and new outfits for school. And that really then sets up into a cadence of the fall with we start new fashion trends in September, we go into October with Halloween followed by Thanksgiving and Christmas, and those are big moments for Target. On top of that, we do believe that there's some market share upside in key categories, especially at home where we believe back to college will benefit strongly from market disruptions in categories like domestics and kitchen appliances. So we're betting on some of those things. As well as the newness and the agility that both Michael and Brian have spoken to that, having the right fresh assortment and continuing to lead into the affordable side of that will give us momentum in the back half."
"Brian Cornell","Chair and Chief Executive Officer at Target","Chris, the only thing I might add to that is, that's all underpinned by a clean inventory position. I mean, one of the benefits of planning inventory cautiously as we've got the flexibility to lean into all the good stuff Christina just talked about. And so the end of the quarter down 16% on a year-over-year basis, down over 25% in the discretionary categories gives us a lot of room to maneuver as we get to the back part of the year."
"Christopher Horvers","Analyst at JPMorgan Chase & Co.","Got it. Then as a follow-up, just thinking about the puts and takes as you move through in the back half of the year on the margin, particularly on the gross margin front. So it sounds like the shrink kind of sort of dissipates as you hopefully catch up on an accrual here, does freight also improve? And then as you think about the benefit of freight rise into the back half and then as you think about the efficiency efforts, can you talk about how they're proceeding and where you expect those efficiency efforts to play out in the P&L?"
"Brian Cornell","Chair and Chief Executive Officer at Target","Yeah, you're hitting on some of the three key big factors as we get into the back part of the year. We're pleased to see headwind on a year-over-year basis from freight. We're in a better place now than we were a year ago, certainly on that front. And that will continue as we get into the back part of the year based on how we currently have things projected.

On the efficiency side of things, I mean, there's a lot within that. Some of that will come to bear this year. As we've shared before, importantly some of that will come to bear over the next few years. But as an example of something that we'll see more benefit from in the back half of this year, sortation centers are a perfect exam. We've got many more facilities open this year. They'll do a lot of business in the back half of the year and so that's more sort centers helping deliver goods faster in a sort center market and to save us some last mile shipping costs with our Shipt drivers delivering those brown boxes. And so that's one of many initiatives that will start to bear fruit as we get into the back part of this year and the years to come."
"Christopher Horvers","Analyst at JPMorgan Chase & Co.","Thank you very much."
"Operator",NA,"Thank you. The next question is from Michael Lasser with UBS. You may go ahead."
"Michael Lasser","Analyst at UBS Group","Good morning. Thanks a lot for taking my question. One of the key debates right now on Target is, what's sustainable gross margin rate moving forward. And the first quarter performance is going to help inform the various perspectives on that. So with that being said, can you help bridge the gap in your first quarter 2023 gross margin performance versus 2019. I know you said that 100 basis points of the gross margin decline versus last year was shrink. I think you've previously said that heading back to last year, there was a 150 basis point drag. So is it right to think that more than two-thirds of the decline from this quarter to 2019 was just shrink related?"
"Michael Fiddelke","Executive Vice President and Chief Financial Officer at Target","So I'll take a swing at that, Michael. As I said in my remarks, the big drivers speaking on a year-over-year basis of margin in the first quarter, we had tailwind from freight. We already talked a little bit about the benefit we're seeing there on a year-over-year basis versus 2019, freight is still a headwind to be clear. But on a year-over-year basis, we're seeing some benefit. We also saw some benefit on a year-over-year basis on the markdown and think salvage front as we recover from some of the inventory actions that we started to take last year. And then we saw the headwind from shrink, a full percentage point in the first quarter on a year-over-year basis. Like I said, if the current trends were to continue, we'd see that drag from shrink be front half of the year loaded in kind of how it shows up throughout the year. But you're hitting on the three key drivers on a year-over-year basis."
"Michael Lasser","Analyst at UBS Group","Okay. And my follow-up question is the other area of discussion is going to be, how do you -- if this flattish comp for the full year in light of what perceived to be a deteriorating macro situation. So perhaps you're going to make some purposeful choices trading off some margin in order to drive traffic. And if that's the case, how much are you willing to sacrifice the profitability in order to maintain the top line performance as we move into the second half of the year and beyond. Thank you so much."
"Michael Fiddelke","Executive Vice President and Chief Financial Officer at Target","I'm happy to start. Christina, feel free to chime-in. We think about it a little differently than that, Michael. As we think about the back half of the year, I mean, we're going to drive traffic in a lot of ways, but it's not a simple trade margin for traffic play. It's about being relevant for our guests in the moments that matter and is evidenced by the strength in traffic we saw in Q1 with the balance we have across categories, we can appeal to whatever is at the top of the guest shopping list. And first and foremost, that's how we think about staying relevant and driving traffic. So our guide for the year, unchanged at the end of Q1 versus what we said 90 days ago incorporates our best view of how we see all of those puts and takes playing out. It's a wide range on the top line and the bottom line, but we believe is appropriate from the variables as we digest them sitting one quarter into the year.

Christina, feel free to anything you'd add."
"Christina Hennington","Executive Vice President and Chief Growth Officer at Target","Yeah. I agree with Michael 100% that we aren't looking to make those two trade-offs. What we do instead is, we look at where's their potential for us to take share because our unique proposition in the market might play really well under these circumstances. But in the discretionary categories, we're going in with a very conservative posture. And so it's the strength of our multi category portfolio and the guests choosing food, beverage, household essentials and beauty that's creating the majority of the traffic gains that we're seeing right now. And I'm very confident about what that means in terms of what the guest is saying. In the categories where there's the most price inflation and the most price sensitivity, they're choosing us disproportionately often, which I think is a very good sign of the relevance that we created. Now we will lean into newness, we will lean into affordable joy, we will lean into areas where the guests also are telling us that they're finding our value proposition to be relevant. That showed up in the first quarter in key seasonal moments and is why I'm excited about the back half because we have more of them and there's more disruption in key categories like home."
"Brian Cornell","Chair and Chief Executive Officer at Target","Michael, the only other thing I would add is, as we think about leveraging our multi category portfolio in this environment, we have the advantage of a nice balance between national brands and the continued strength we see in own brands, particularly at a time when our guests are looking for that affordable joy from Target. So we do think we're uniquely positioned to continue to maneuver through a challenging 2023 through the strength of our multi category portfolio, the great national brand partnerships we have complemented by our own brands and the flexibility we built into our system by reducing inventory and giving us the ability to flow fresh new items that are trend right for our guests."
"Michael Lasser","Analyst at UBS Group","Thank you very much, and have a great day."
"Brian Cornell","Chair and Chief Executive Officer at Target","Thank you."
"Operator",NA,"Thank you. Our next question is from Karen Short with Credit Suisse. You may go ahead."
"Karen Short","Analyst at Credit Suisse Group","Hi. Thanks very much. I just wanted to ask a little bit about your -- you had a lot of discussion in terms of price points that are going to be lower in discretionary. So I guess my question is, how much of your weakness in discretionary is just a missed perception on your actual price point and your value proposition? That my first question.

And then my second question is, when you obviously have more of an extreme issue on shrink than some other retailers, how much are you losing sales based on some of the measures that you're taking?"
"Brian Cornell","Chair and Chief Executive Officer at Target","Karen, why don't I start and address the last point. Because as we sit here today, we think about what's happening from a theft and organized retail crime standpoint. It's an urgent issue, not just for Target, but across the entire retail industry. It is a problem that impacts availability of product, the shopping conditions are less convenient and unfortunately what I'm most concerned with is, it puts our team and our guests in harm's way. So we are working right now with NRF, our partners at RILA, other retailers across the country to make sure that we can talk to legislators and we can work with law enforcement to make some industry-wide changes and we're advocating for public policy changes to address the growing issues that surround all of us in retail today with theft and organized retail crime.

Christine, if we talk about our approach to discretionary categories, I think we've been very clear about the fact that we've been trying to bring fresh new items at a great price point and value that our guests are looking for. And Karen, I think that's been really consistent throughout the last couple of years, as we've seen an overall decline in apparel sales in the industry, in home and hard line related categories. But Christina can talk to the fact, in many cases, we're holding or growing share in categories that have been soft, but where we've continued to see strength in our ability to hold share and bring newness that's relevant to the guest."
"Christina Hennington","Executive Vice President and Chief Growth Officer at Target","Yeah, that's absolutely right. We have been talking about unit share for many, many, many quarters in a row because in many cases, we didn't actually raise our prices as much as the market and we maintains that affordability. And so that has continued to help contribute the traffic gains that we've seen and the performance that we've seen in aggregate. Our value proposition is always a balance between expect more and pay less and we're always going to play off that end. And so the opportunity for us is to make sure that we are cutting through in our -- with the clarity of our promotions that we continue to put those great items in front of the guests and our merchandise displays and that our website reflects the incredible value that we do offer. I would tell you though that something that we're leaning into that has the potential to continue to create relevance for our guests is Target Circle. Target Circle is our loyalty program. It's free and it offers personalized promotions and we've seen that that is generating better returns than mass promotions. And so our ability is to not only create relevance for our guests, but deliver better returns for the business is a big priority for us, and that is part of the ecosystem the way we deliver value.

The last part that I offer up though is, because the way we deliver value and our value proposition is about balance, it comes through a lot in the assortment and own brands play a particular role here. Not only are they great quality products that have been designed with specific guest needs in mind, they're also incredibly accessible from a price point perspective and that's why you hear us talking a lot about that particularly in this environment."
"Karen Short","Analyst at Credit Suisse Group","Okay. Great. Thank you."
"Operator",NA,"Thank you. Our next question is from Rupesh Parikh with Oppenheimer. You may go ahead."
"Rupesh Parikh","Analyst at Oppenheimer & Co. Inc.","Good morning and thanks for taking my question. I just want to get your perspective in terms of what you're seeing right now in the promotional backdrop? And then for Q2, just curious if you guys have assumed a more promotional backdrop in Q2?"
"Christina Hennington","Executive Vice President and Chief Growth Officer at Target","Right now there's no question that guests are seeking deals. The opportunity to balance their budget by finding deals is very visible. As I just talked about, the way that we're continuing to evolve our proposition is make sure that the deals that we do offer are certainly competitive with the market, but that they're increasingly more personalized. And as has been said a couple of times now, the inventory position that we're in right now gives us the ability to compete with the market, but not chase the market down. And so that's what we're really excited about. We have an agile playbook that will allow us to continue to go after creating relevance for our guests and offering value but keep it rational."
"Rupesh Parikh","Analyst at Oppenheimer & Co. Inc.","Great. And then my follow-up question. Just on the shrink, I think [Indecipherable] I think shrink is now $1 billion plus headwind over to your basis, does your team feel that you can fully recover that headwind over-time? And then with some of the efforts that you already have in place, are you starting to see traction with any of those efforts even if there may be in the early stages?"
"Brian Cornell","Chair and Chief Executive Officer at Target","John, why don't you talk about some of the mitigation efforts we put in place?"
"John J. Mulligan","Executive Vice President and Chief Operating Officer at Target","Yeah. As we think about mitigation efforts, I would go back to first what Brian said, it starts first and foremost with creating a safe environment for our team and for our guests and there are multiple approaches to that, it also have a financial impact. So clearly there is what we do with merchandise and how we display it and how we make that available to a guest. There is assortment changes that we can make to improve that performance as well. And then finally, there is security changes in the store that we can make. You put all three of those together and as you said, we introduced some of those last year and over time we do see the impact of that. We see improvement in the safeness of the store, we see improvement in sales and we see a reduction in out of stocks, all of which to us are positive indicators that we can make progress. And we will continue to implement those. Now some of those create additional friction for our guests, it's on us to create the right environment with our team so that we reduce that friction as much as possible. But we do see overall, again, through time, we see those things improve."
"Rupesh Parikh","Analyst at Oppenheimer & Co. Inc.","Great. Thank you."
"Operator",NA,"Thank you. Our next question is from Simeon Gutman with Morgan Stanley. You may go ahead."
"Simeon Gutman","Analyst at Morgan Stanley","Hey, thanks. Good morning, everyone. Brian, and it's been said a few times that consumer is becoming more cautious. Can you talk about the competitive backdrop? I think it's natural that it's gotten more competitive, it sounded like that in Christina's remarks. Can you maybe give perspective on how it compares maybe to last year or even pre-COVID?"
"Brian Cornell","Chair and Chief Executive Officer at Target","I think we've seen pretty consistent trends year-on-year. One of the things as we think about discretionary categories to me and we talked about this in February at our financial community meeting. While we have seen some softness, last year we generated almost $55 billion of revenue in those discretionary categories. And if we go back to pre-pandemic, we've seen sizable gains across all three of our major discretionary categories; apparel, home and hard lines. So there's still a consumer who's shopping those categories. There's certainly a competitive activity that we're watching carefully. But to Christina's point, we're trying to make sure that we're not leading the market down. We're using the benefits of Target Circle, the personalized offers to those guests that we know are looking for those items at Target and blending the balance of our national brands with our own brands to provide great value each and every day. So those categories are still relevant to the consumer. As Christina mentioned, we see certainly dislocation in the retail market that's going to open-up market share opportunities for us. I think we're going to start realizing some of that during the back to college season. But we'll also see opportunities over the balance of the year and as we go into the holiday season to continue to make sure guests are turning to Target for those discretionary purchases they're looking to make."
"Simeon Gutman","Analyst at Morgan Stanley","Thanks, Brian. And then a quick follow-up, maybe for Michael. The negative flow through in Q2, it looks like it's higher than that of Q1. And there is some movement in math given the comparisons here. Curious why shouldn't there be more margin recovery in Q2 even on the negative comp or potentially negative comp?"
"Michael Fiddelke","Executive Vice President and Chief Financial Officer at Target","Yeah. I think I've hit most of the key themes there already. Just to repeat a couple, we're positioned in the top line conservatively and that means what leverage looks like in an inflationary cost environment throughout the P&L looks different, planning for a slightly negative comp in our guide for Q2. So you see some deleverage there. And then we've talked a few times, the headwind of shrink will be present again in Q2 and that's more of a front half of the year thing than a back half of the year thing, but those would be some of the key things that we will watch as the quarter plays out."
"Brian Cornell","Chair and Chief Executive Officer at Target","Operator, we have time for one final question today."
"Operator",NA,"Thank you. Our final question is from Dean Rosenblum with Bernstein. You may go ahead."
"Dean Rosenblum","Analyst at Sanford C. Bernstein","Hey, guys. Thanks for taking my question. Just to follow-up on the gross margin questions first. So you've mentioned that relative to 2019, freight is a headwind, shrink is a headwind, etc. When we talk back in the fourth quarter event, we've asked about the notion of permanent sort of impairment to gross margins. We're looking at gross margin historically in the second quarter, gross margin above 30%. Can you give us some idea of where you might expect gross margins to come in for the second quarter? What might you consider middle slice and maybe ambitious for gross margins for the second quarter?"
"Michael Fiddelke","Executive Vice President and Chief Financial Officer at Target","Yeah. Our expectations for both margin and SG&A and the rest of those are all baked into that EPS guide. And so, as you guys know, we don't break out the specific components in our guidance. And the other thing I'd note, you've probably heard me say this before. Quarterly margins have more noise in them than I think sometimes the group here might appreciate. And so stepping back and seeing the margin trajectory over a longer period of time I think is going to be important. And we've got some work to do on that front that's baked into our guide for the year to recover some of the margin pressure that we saw last year."
"Brian Cornell","Chair and Chief Executive Officer at Target","All right. So that concludes our first quarter call. And we appreciate all of you joining us and look forward to talking to you later this year. So thank you."
