"speaker","title","msg"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yeah, the first quarter, the weather and store we just talked about were pretty impactful. We came into the year with some challenges. So through the end of the year we need normal weather and storm and -- well, along with some management actions to offset some of that, but we will need normal weather and storm to prevail to hit our guidance."
"Durgesh Chopra","Analyst at Evercore ISI","Perfect, that's very helpful. And maybe just one last one, can you sort of compare and contrast the weather-normalized residential sales trends that you are showing on Slide 13? How does that compare and contrast to your rate case filing? I mean, that's a pretty steep 4.5% decline quarter over last quarter on the residential sales front. And I know this was an issue in the last rate case."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yes, our sales that we're forecasting or that has come in, they are in line with what we had in our budget and they are really close to what we had in the current rate case as well. We did see people returning to work a little quicker in the first quarter than we had expected, but we think that'll balance off through the end of the year. So at some -- it's very consistent with what we saw, what is filed in this rate case and a little -- a little below what we had in our previous rate case even."
"Durgesh Chopra","Analyst at Evercore ISI","Appreciate it guys. Thanks so much again."
"Operator",NA,"Your next question comes from the line of Jeremy Tonet from JPMorgan. Your line is open."
"Jeremy Tonet","Analyst at JPMorgan Chase & Co.","Hi, good morning."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Good morning, Jeremy."
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Hi, Jeremy."
"Jeremy Tonet","Analyst at JPMorgan Chase & Co.","I just want to bring maybe a little bit of a finer point to question on contingencies here. As you see the balance of the year, you talked about the midpoint is the target for the year for EPS. Does that assume kind of a -- you've exhausted contingencies across segments or are there still contingencies in place, should something go adverse the plan?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Well, at our electric business we've worked through the contingency for that we have for weather and storm combined, so -- but within our other businesses, we are still seeing favorability that can continue to make up for that as we go through the year."
"Jeremy Tonet","Analyst at JPMorgan Chase & Co.","Got it."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","The other thing we're seeing, Jeremy, as well is, you know, as we initiated our continuous improvement efforts and cost-reduction efforts, we are seeing some favorability there as well, which will also be helpful. And just to be clear for everybody on the line, as we embarked on these cost-reduction efforts, which most of them are one-time efforts to move through this year, we are investing at record levels in our distribution grid. This year we will invest about $1.5 billion in our grid. And also, we have not touched our tree trimming budgets, which -- both of those two combined are the most impactful things that we will do to make our grid more resilient and more reliable."
"Jeremy Tonet","Analyst at JPMorgan Chase & Co.","Got it, that's helpful. Just to be clear there, outside of electric, in the other segments there are still contingencies that could -- that are not in plan yet, that could be used, should something move adverse to plan at this point?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yeah, that's what we've signaled, is that there is favorability within those businesses that can offset other things."
"Jeremy Tonet","Analyst at JPMorgan Chase & Co.","Got it, that's very helpful there. And then just kind of pivoting away I guess to the RNG business within Vantage, just wondering if you could talk a bit about how you see the opportunity set there, kind of we see higher competition. Just wondering how you think about returns in opportunity set at this point?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yeah, primarily our investment opportunities in RNG are driven by assets that are already under our control where we're converting existing landfills to produce RNG. And so that's where we are seeing opportunities and those are still really nice returns, you know, IRRs that are in sort of the north of 10% and into the teens, in some instances, unlevered after tax. So those feel real good to us. We're also seeing a resurgence in our energy solutions area where a lot of the sort of repatriation of industrial activity in the United States has given us opportunity to look at incremental investments with some of our large industrial partners. So we're also excited about that line of business."
"Jeremy Tonet","Analyst at JPMorgan Chase & Co.","That's very helpful. I'll leave it there. Thank you."
"Operator",NA,"Your next question comes from the line of David Arcaro from Morgan Stanley. Your line is open."
"David Arcaro","Analyst at Morgan Stanley","Good morning, thanks so much for taking my question."
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Good morning."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Hi, David."
"David Arcaro","Analyst at Morgan Stanley","I wanted to see just if there's any appetite from your end or just within the state to pursue decoupling going-forward, either through a rate case or just overall strategy or regulatory structure that would be appealing."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Traditionally in our area, even in the Midwest, that's not been a practice that's been widely adopted or endorsed. So I -- we don't see that as a high probability outcome. We have not asked for because it's not something that there seems to be appetite for at this point in time."
"David Arcaro","Analyst at Morgan Stanley","Got it, understood. And I was thinking -- just curious on your view on, as you pursue one-time savings initiatives this year if the one-time you obviously get them reversing going-forward. And is -- are you thinking about 2024, is there a certain kind of level of headwind or natural offset into 2024 such that there's any risk going-forward if you -- I think you got the one-time cuts this year?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Well, certainly the one-time reductions will be reversed. And just to be clear again, these one-time reductions are not areas that would have significant impact on reliability and certainly not safety. And we will look through our continuous improvement initiatives to see how much of that can stick, obviously that's something that we're always looking for to make our operations more efficient through our continuous improvement initiatives. And as you know, anytime you embark on one of these initiatives you do find opportunity. So we'll try and make some of those continuous improvement initiatives stick. But many of them will be, if not all, will be reversed."
"David Arcaro","Analyst at Morgan Stanley","Yeah, got it, understood. And I was wondering how you're thinking strategically about how to manage the more extreme weather that you've been facing in Michigan. I'm wondering if -- you've obviously laid out a number of capex pursuits in O&M targeting. Is this something that you could bring as kind of a separate initiative to the Commission, whether it's some kind of undergrounding plan or just weather resiliency types the plan or would you expect it to go through the more traditional rate case process over time."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Well, we have two processes and that's a great question. One is we do have to update our distribution grid plan for the Commission this year and we're in the process of doing that. And as you said, we really have several realities facing our grid investments. One is, what used to be historic storms that happened every 50 years or every 100 years have now become more frequent, seems to be happening every three to five years. So that's one reality. The second reality is that we've got significant demand growth opportunity that we're facing with the electrification of the transportation fleet. And we're also seeing what I would call high levels of economic development in our state, especially as the auto industry starts to retool and rebuild to build electric vehicles.

So when we think about all of that and we think about our 5-year plan and 10- and 15-year plans going-forward, several things really come out. One is our five-year plan right now is projecting approximately $9 billion of investment going into the grid. And there's really three fundamental areas. One is continued grid hardening. Also, the full rebuild of our lower voltage system, our 4.8kV system. We have approximately 16,000 miles of 4.8kV system in our grid and that will need to be rebuilt. That is the oldest part of our grid and the need for rebuild is driven by several things, one is age and the need to modernize, but secondly also the ability to accommodate incremental demand through electrification of the transportation sector as well as the economic development activity that we're seeing. Those are -- so that's number two.

Number three, we were pursuing full automation over this period of rebuild, 15 to 20 years. But with the reality of the new storm activity that we're seeing in a more frequent basis, we want to accelerate that to five to six years, which is the full automation of our grid. What that will do is it fundamentally move the duration of outages and that's where we need to make the most improvement in our grid in the near term.

And of course the level of investment that we're making in tree trim for five years through a 7-year very aggressive tree trimming program where over the last five years we've invested $800 million in tree trim and we'll continue at that pace for two more years. And then we'll return to a more normal pace of aggressive tree trimming, once we've sort of removed the backlog, if you will.

So those are the fundamental things that you'll see in our distribution grid plan and then obviously as we get support and endorsement for that, that will formulate the basis of our rate cases going forward. So it's a very good process here in Michigan where we attempt to get alignment around our distribution grid plan and then we -- each year we take out a piece of that plan, if you will, in our rate cases."
"David Arcaro","Analyst at Morgan Stanley","Yes, okay, great. Thanks so much for all the color."
"Operator",NA,"[Operator Instructions] And your next question comes from the line of Michael Sullivan from Wolfe Research. Your line is open."
"Michael Sullivan","Analyst at Wolfe Research","Hey guys, good morning."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Good morning, Michael."
"Michael Sullivan","Analyst at Wolfe Research","Hey, Jerry. So maybe just picking up on that last one, is there any way some of the things you're thinking about on the liability spend can be factored into the currently pending electric rate case or do you kind of have to wait so this distribution grid plan gets filed and then falls into future cases?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Well, some of the -- certainly, the grid hardening is already in our plan in this current rate case. The tree trimming is in our current rate case and that's in front of the Commission. The beginning of a 4.8kV rebuild is in our rate case and actually as part of the infrastructure renewal mechanism or the tracker that we're proposing that we feel there's strong support for is to start attracting capital investments for this rebuild. And the full automation, the acceleration of that is not in our current rate case, but we're going to start anyway. We think this is so fundamental that we're happy to start this investment and pull forward this investment. And there may be some regulatory lag with that, but it won't be significant.

And the other thing that I wanted to mention, Michael, this 4.8kV rebuild, we're gonna get really aggressive on trying to understand how much of this we can put underground. We've got, the way I look at it is, we're going to rebuild 16,000 miles of grid, the other portions of our grid. And we should attempt to put as much of that underground as possible as economically feasible. And that's something we're going to start experimenting with.

We have several pilots that are in this current rate case, that we're hopeful that the Commission will approve. And that will [Indecipherable] and I've actually met with the Mayor of Detroit, Mike Duggan. Him and I have talked about how we start that in Detroit and really start to experiment with that as we -- he replaces Waterman and we replace gas pipe and we try to attempt to create some synergies here with infrastructure renewable in the City of Detroit."
"Michael Sullivan","Analyst at Wolfe Research","Okay, that's really helpful. And maybe just like with all those incremental spend, how we should just be thinking about the capex budget and customer rate impacts, are there other things that get shifted out or do you see incremental headroom to absorb some of this additional spend on the grid?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Well, we've got $9 billion in our five-year plan and this year we will invest $1.5 billion in the grid and we feel that to accelerate, you know, the piece that will get accelerated here fundamentally is automation. We're going to try to find that opportunity inside the $9 billion by becoming more efficient with our capital deployment. But we'll update. We may also have to increase it modestly over the next five years. But we'll update that likely in November at EEI."
"Michael Sullivan","Analyst at Wolfe Research","Okay, great. And then last thing, I just wanted to circle back to the quarter results and the guide. So I guess, just to confirm, if we do get more storms or mild weather at the electric business over the summer, how much more can be absorbed there or should we think about that as it starts to become too much to offset?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Well, we have storm budget left, obviously as we try to move forward in our plan here for the summer. We have assumed normal weather. If we get cooler-than-normal weather, it will put pressure on the plan and we'll have to look for other opportunities, but Dave, do you want to add any color to that?"
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","I think that's right. We are looking -- if we have normal storm and normal weather, we're in a good place to hit our guidance. But again, we'd have to find some more offsets if things are outside of the normal."
"Michael Sullivan","Analyst at Wolfe Research","Okay, thanks very much."
"Operator",NA,"Your next question comes from the line of Andrew Weisel from Scotiabank. Your line is open."
"Andrew Weisel","Analyst at Scotiabank","Thank you. Good morning, everyone."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Good morning, Andrew."
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Good morning, Andrew."
"Andrew Weisel","Analyst at Scotiabank","First question on the reliability spending and automation in particular, should we expect structural day-to day O&M savings from these investments? I think the primary goal is to reduce outages, but would these come with [Indecipherable] to customer more pressure?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yes, it's a great question. You know, as you think about automation, just to describe it quickly, you have a -- you know, interruption caused by tree falling on a wire and taking wires out between two poles, for example. And what automation gives you the opportunity to do is to isolate that outage and restore customers on both sides of that outage. So instead of having a 1,000 customers waiting 24 or 48 hours for restoration, you can reduce that impact perhaps to 100 or 150 customers waiting until that damage is repaired. So that, one, it makes the restoration faster. So it starts to kill duration, if you will, of outages, which is where we need to make the most improvement to be best-in class, if you will, in the industry.

And then secondly, Andrew, in terms of efficiencies, it points you to the location of the outage so that you can properly go there more quickly. Like right now we have to patrol the circuit and look for the outage and that could be in the middle of the night, which consumes hours. And that just means it's more hours that people are patrolling more costs of restoration. So it will make the restoration efforts more efficient and lower cost."
"Andrew Weisel","Analyst at Scotiabank","Okay, great. Then the follow-up to that one is, you mentioned a few different buckets of reliability spending. In terms of dollars and potential impacts, where do you see the most opportunity or the most value?"
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","The most significant investment will really be in two areas. And I believe the first, the top one would be the 4.8kV rebuild in 16,000 miles of rebuild over the next 15 to 20 years, it will be the most significant investment we've ever made in our grid. This is a portion of the grid that was built anywhere from the 40s to the early 60s, if you will.

And secondly is the grid hardening. We've got 46,000 miles of total circuit miles. And 16,000 is the 4.8kV and approximately another 15,000 to 16,000 is the 13.2kV system, which is a newer system and newer meaning it was built nearly 70s and into the modern times here. We need to make sure that that's hardened because some of that equipment is getting old as well. So we need to replace poles, replace pole top equipment, wires, transformers, so on so forth, so -- and automate that.

Those are going to be the two major buckets of investment in the grid. But the automation will also be a significant investment, but it won't be as big as the rebuild and hardening that we need to do."
"Andrew Weisel","Analyst at Scotiabank","Okay, that's really helpful. And just one last one if I may, deferred fuel balances. Can you talk about where that stands versus year-end levels?"
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Yeah, on our PSCR we are collecting some. This year we were down -- we're about $400 million cash last year, that we're going be collecting this year and over next year. And then our GCR has come way down, our gas balancing has come way down in price. So that was at around $5 last year and it's now come down into like $3 without a balance there."
"Andrew Weisel","Analyst at Scotiabank","All right, thank you so much."
"Operator",NA,"Your next question comes from the line of Alex Mortimer from Mizuho. Your line is open."
"Alex Mortimer","Analyst at Mizuho","Hi, good morning and thanks for the time."
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Hi, Alex."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Good morning."
"Alex Mortimer","Analyst at Mizuho","Good morning. I was hoping if you could provide some color on kind of how the O&M cuts, the one-time O&M cuts are going thus far. I believe you said on the 4Q call that you had about $120 million of cuts. So any clarity on where you stand within that number as things stand today given the challenging weather and storm activity from Q1."
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Yeah, that's a good question. We came into the year with that challenge and went through our normal process of how we would go about that in setting some good targets and budgets for our teams. And we are well on our way to achieving that. In fact, we are over achieving a little bit as we've started the year.

And again these are -- we have taken advantage of attrition, reduced some of our contractor workforce, limited overtime and then shifted some of our less time-critical work. So it's really going very well for us. We're hitting our numbers. Again, we're not doing anything that impacts our customers, impacts reliability. In fact, we're continuing to invest a lot in everything we need to do to improve and help reliability. But across our business, we're seeing these reductions like really take hold."
"Alex Mortimer","Analyst at Mizuho","Okay, understood. And then that $120 million is to hit the midpoint of guidance, correct?"
"Dave Ruud","Senior Vice-President & Chief Financial Officer at DTE Energy","Yes, that was putting us on target to hit the midpoint."
"Alex Mortimer","Analyst at Mizuho","Okay, thank you. And then just kind of quickly flipping to the rate case side, it seems like the two big issues in the last electric rate case were kind of a lack of precedent through your forecasting methodology and then a lack of extensive back testing. It looks like you've revised your forecasting methodology slightly in this new case. I mean, directionally it seems more aligned with what you've traditionally used in the past. But if you could provide any color on how you believe you've addressed Commission and intervener concerns sort of as we work through this current case would be appreciated."
"Jerry Norcia","Chairman, President & Chief Executive Officer at DTE Energy","Yeah, particularly on sales forecasting, you know, in what we had in the last rate case, we are actually seeing the sales come in kind of similarly to what we had forecasted, in fact a little below that. The methodology change you're talking about is, we're using some Google mobility data that would help us determine the percentage of people coming back to work. That's not available anymore. So we use what's the [Indecipherable] data which is from Castle and it's really just as accurate or more accurate. But I would say about our forecasting, we're doing a good job, we're right on with what we submitted in the rate case. But there's also a lot less variability in how this forecasting will be done now because we are kind of working through this return to work. And so we don't really expect there to be the big variations in forecast across groups as we go through this next rate case."
"Alex Mortimer","Analyst at Mizuho","Understood. Yeah, definitely coming out of a challenging time makes it more straightforward, I imagine. And then just finally on the rate case front with Commissioner Phillips leaving the MPUC in the coming months, can you give any clarity on what the process looks like if one of the commissioners leave sort of halfway through a case, is replacement get to rule on this current case or sort of how we should think about this development playing out?"
