id,name,description,neighborhood_overview,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_neighbourhood,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
10316675,Historic Treme Garden Cottage One Block to FQ,"Enjoy the tranquil beauty of our garden cottage, located in the historic Treme neighborhood and just steps from the French Quarter and Frenchman Street. You won't want to leave our enclosed courtyard with fountain and pool. Come live like a local and experience true Southern hospitality!<br /><br /><b>The space</b><br />The space is an open studio living area with vaulted ceilings, french entry doors, windows which brighten the space with lots of natural light, and an adjacent kitchen area. One full bathroom also adjoins the space. The cottage overlooks a private fountain and garden area making for a very peaceful stay. You're even able to pick fresh Louisiana satsuma oranges if desired.<br /><br />There are 3 guest units on the property. The large outdoor area provides lots of space and distance from other guests. The property's pool is shared, all guests are asked to be respectful of other guests. <br /><br />Have a large group? Rent the entire property - sleeps up to 8 people. In ad","New Orleans' Treme neighborhood is one of the oldest in the city. It is widely considered the birthplace of brass band tradition and the epicenter of New Orleans culture. Nearby you'll find plenty of historic landmarks, bars, restaurants and attractions, especially down Rampart St. and in the French Quarter.",1350940,2011-10-30,"New Orleans, Louisiana, United States",within an hour,100%,99%,t,13.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,French Quarter,t,Treme - Lafitte,29.96528,-90.06656,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,"[""Air conditioning"", ""Bikes"", ""Security cameras on property"", ""Keurig coffee machine"", ""Barbecue utensils"", ""Full size fridge refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Single level home"", ""Cooking basics"", ""Eco Botanics conditioner"", ""Babysitter recommendations"", ""Baking sheet"", ""Private entrance"", ""Hangers"", ""Dining table"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""BBQ grill"", ""Smoke alarm"", ""Eco Botanics shampoo"", ""Wine glasses"", ""First aid kit"", ""Toaster"", ""Stove"", ""Outdoor dining area"", ""Shower gel"", ""Long term stays allowed"", ""Cleaning products"", ""Dedicated workspace"", ""Pool"", ""Freezer"", ""Backyard"", ""Laundromat nearby"", ""Iron"", ""Extra pillows and blankets"", ""Eco Botanics body soap"", ""Heating"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free street parking"", ""Portable fans"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer""]",$148.00,2,120,t,13,23,41,124,108,45,3,2019-09-26,2021-10-23,4.97,4.95,4.94,4.96,4.97,4.96,4.88,"19RSTR-26849, 20-OSTR-31050",t,4.19
10318097,Authentic New Orleans Pied-A-Terre,"Amazing aprtment in a Historic Mansion located in Treme. This home is located wonderful neighborhood to have a real New Orleans experience. This home is full of history and culture.  One bedroom, one sofa bed, a full kitchen and a wonderful balcony .<br /><br /><b>License number</b><br />19STR-21185, 19-OSTR-0121",,13203909,2014-03-16,"Los Angeles, California, United States",within a few hours,75%,86%,f,6.0,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']",t,Seventh Ward,t,Treme - Lafitte,29.96851,-90.07162,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,"[""TV with standard cable"", ""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Dishwasher"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Oven"", ""Cable TV""]",$73.00,1,800,t,11,41,71,331,322,35,2,2016-04-28,2021-10-18,4.71,4.76,4.7,4.88,4.86,4.67,4.71,"19STR-21185, 19-OSTR-0121",f,4.78
10322257,The Burgundy House Lic # 19STR-22551/20-OSTR-32603,"1/2 block off of Frenchmen St. 2 blocks French Quarters.  GREAT Food & Live Music all within walking distance.  <br /><br />The cleanliness of our properties has always been a top priority as reflected in our reviews We have invested in a mister and our housekeeping KREW has been trained in specialized Deep cleaning and Disinfecting w/ hospital grade disinfectants following CDC guidelines to ensure our Guests safety.<br /><br /><b>The space</b><br />Located in the Faubourg Marigny neighborhood.  Location is why people choose this property. 2 bedrooms & a bathroom.  Living room-sofa & Table w/ 4 chairs; microwave & apt. size refrigerator (it is exactly as pictured NO KITCHEN).   This home has those unique architectural details that make it naturally N'Awlins' 13 ft. ceilings, original hardwood floors double parlor with pocket doors and a claw-foot bathtub.  First Bedroom has 1 queen size bed and desk work space.  Second Bedroom has 2  day beds & 1 Bathroom w/ Claw-foot tub, air/heat con","The  Faubourg Marigny is one of the most sort after neighborhoods in all of New Orleans.<br />A Foodies paradise, you can find Creole, Cajun,  Asian, French Italian, Breakfast, Lunch Dinner all in the Marigny.  The neighborhood is also filled with the sounds of music.  Snug Harbor, Vaso & the Spotted  Cat just to mention a few are all with 2 blocks of The Burgundy House.",167243460,2018-01-11,"New Orleans, Louisiana, United States",,,,f,15.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,,t,Marigny,29.9673,-90.05953,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Single level home"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Bed linens"", ""Hot water"", ""Long term stays allowed"", ""Dedicated workspace"", ""Lockbox"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Cable TV""]",$131.00,2,1125,t,6,28,28,28,69,19,1,2019-05-04,2021-10-25,4.75,4.86,4.78,4.94,4.91,4.99,4.78,"19STR-22551, 20-OSTR-32603",f,2.25
10331478,Private Garden District  Studio Apartment,"Historic Garden District New Orleans 2 blocks from St Charles Street car line, walking distance to many restaurants, shops,pubs,cafes,live music! Beautiful Magnolia  Garden access to private studio apart w/balcony in Victorian Garden District Home. NEWLY INSTALLED KING SIZE MURPHY BED<br /><br /><b>The space</b><br />Private Guest Studio  Apartment. * COMMITTED TO AIRBNB COVID CLEANING PROTOCOLS * Balcony view of backyard Garden. Access to main house Patio. Wifi and  Cable TV, complimentary coffee with Vinsano coffee maker. NEWLY INSTALLED KING SIZE MURPHY BED ****  Kitchen efficiency with mini fridge, microwave, toaster oven. Full bath with tub and shower.<br />Spring Water Dispenser in the apartment. ** We recommend that you don’t drink the tap water in New Orleans even if filtered. ** ACCESS VIA SPIRAL STAIRCASE *+<br /><br /><b>Guest access</b><br />Private access thru back yard gate with EXTERIOR SPIRAL STAIR case to Guest Apartment.<br />Off Street parking space provided.<br />Bi","In the Historic Garden District of New Orleans!!  (Between Magazine and St Charles Ave) Surrounded by beautiful homes, traditional New Orleans restaurants (upscale and casual), antique shopping, cafes, live music and pubs, Fresh Market grocery store and coffee shops...ALL within a few blocks walking distance.",53165853,2016-01-03,"New Orleans, Louisiana, United States",within an hour,100%,96%,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,,t,Garden District,29.92734,-90.08578,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Fire extinguisher"", ""Hangers"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Long term stays allowed"", ""Dedicated workspace"", ""Lockbox"", ""Backyard"", ""Heating"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Cable TV""]",$125.00,1,1125,t,5,16,46,284,96,12,1,2016-11-16,2021-10-10,4.64,4.78,4.96,4.96,4.92,4.96,4.6,"19STR-20065, 20-OSTR-00610",f,1.58
10357959,The Little House on Bayou Rd,"License number: 17STR-05341<br /><br />For those seeking an authentic New Orleans living experience, in a historical New Orleans neighborhood. The Little House on Bayou is nestled on a brick road that is said to be the oldest street in the city. Spacious fenced backyard, great for those hosting small furry friends. Just minutes from the historic French Quarter.<br /><br /><b>The space</b><br />The stylishly renovated cottage is located in the heart of a historic, cultural area (Treme/7th Ward), which is home to Le Musée de f.p.c., a house museum dedicated to the legacy of free people of color, a Caribbean reggae club, and an outdoor coffee spot where locals gather to dine al fresco, and several restaurants within walking distance ---choose from Jamaican, Italian, French, Spanish, or Tex-Mex fare, and seafood.  Guests can soak up the spirit and rhythm of the people in the area where music often fills the streets.  <br /><br />The Little House on Bayou Road can accommodate up to seven gu",Lively area with plenty of food & sights to see. Fridays & Saturdays are busy nights in the neighborhood with a reggae club on the block.,53309281,2016-01-04,"Los Angeles, California, United States",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Seventh Ward,t,Treme - Lafitte,29.97406,-90.07635,Entire residential home,Entire home/apt,6,1.5 baths,3.0,4.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Hangers"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Dedicated workspace"", ""Lockbox"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Cable TV"", ""Private fenced garden or backyard""]",$308.00,30,1125,t,29,59,89,350,107,10,0,2016-12-26,2021-09-26,4.67,4.75,4.76,4.91,4.9,4.65,4.73,19str-14019,t,1.81
10363592,Vintage Modern Townhouse Uptown - Close to Tulane!,"No car needed - easy access to all the action.  Enjoy all of New Orleans from this historic double in Uptown/Carrollton - 1/2 block to city bus, 3 blocks to street car - go anywhere without a car.  You'll LOVE this new renovation in vintage industrial style.<br /><br /><b>The space</b><br />Just remodeled, everything is brand-new.  Stainless appliances and all new custom kitchen... all beautifully designed without changing the New Orleans charm of this 1920s raised basement double.  The décor is vintage industrial with serene, sophisticated colors and furnishings.<br /><br /><b>Guest access</b><br />Your stay will be in the upper left unit.  You have your own front porch and a parking spot in the driveway.  It's super-easy to get around town from here.  Just hop a city bus at the corner, or stroll three blocks to the Carrollton Station of the streetcar line.   The streetcar can take you all the way from Uptown into the French Quarter and soon, even into the St. Claude shops and neighbo","Uptown/Carrollton is true New Orleans, near Tulane; not just a party, but a gathering of neighbors who truly love their city.  You never know when there will be an event, a parade, a special celebration nearby... and this neighborhood is an authentic experience of being a resident of the city.  Visit many local restaurants and bars on Oak and Maple Streets - just a quick ride on the street car - or use your base as a place to unwind before joining the party in the French Quarter or Warehouse District.",48882251,2015-11-12,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,5.0,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,Riverbend,t,Leonidas,29.95732,-90.1247,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Indoor fireplace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$175.00,2,1125,t,0,0,20,20,76,5,0,2018-04-06,2021-08-01,4.69,4.88,4.76,4.81,4.62,4.58,4.68,"17STR-12564, 19-OSTR-0000",t,1.74
10406992,The Solution,"15 % discount- for monthly stays- Note: city (REQUIRES) whole or entire single home - to book - ONLY monthly stays : send inquiry for further discussion or special circumstances or packages. It's a lovely 2 story Historical single - home (Private) -3 bedrooms -with large rooms and original dark hardwood floors and brick chimneys throughout. It's located in a VERY quiet and unique neighborhood ( Trem'e) Located in the heart of everything! No parties ALLOWED!<br /><br /><b>The space</b><br />Perfect location! It's furnished very simple ( constantly refreshing the home and it's items), airy, spacious and clean! Are you looking to be close to the French Quarter's (2 minute drive time / 10 Minutes to walk)  Mardi Gras day - 2 blocks walking distance to the Zulu Mardi Gras parade! This is the place to be! 7 short blocks - to walk to Jazz Festival or the other listed festival within the city. <br /><br /> Enjoy New Orleans at its finest living -right from the front porch or upstairs balcony! ",Treme/ Esplanade Triangle ridge Is unique because its one of the oldest neighborhood in the city -:Secondly to the French Quarters. It's a friendly neighborhood.,53588487,2016-01-06,US,within an hour,90%,100%,t,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,Treme,t,Treme - Lafitte,29.96972,-90.07182,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Private entrance"", ""Hangers"", ""Ceiling fan"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Washer"", ""Long term stays allowed"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Wifi"", ""Cable TV""]",$152.00,30,1125,t,0,0,29,304,49,3,0,2016-05-24,2021-10-05,4.94,4.94,4.96,4.98,5.0,4.72,4.85,17STR03812,f,0.74
10414233,Located on Audubon Park! Stunning!,"This multi story home is located on Audubon Park and is walking distance to the St. Charles Ave Streetcar, Audubon Zoo as well as many shops and restaurants on Magazine St. Extremely walkable and safe neighborhood with easy access to French Quarter!<br /><br /><b>The space</b><br />We built this house from the ground up and truly enjoy the space for living and entertaining and know you will love it as much as we do! Our home has 3 separate heating/AC units on all 3 floors with Nest controllers throughout. Also, there is tankless hot water heater that ensures plenty of water for baths/showers. Finally, we have a solar system with battery backup that guarantees you will never lose power during your stay (important for New Orleans!).<br /><br /><b>Guest access</b><br />You have access to the entire house except for the home office, 3rd floor, and closets in bedrooms.<br /><br /><b>License number</b><br />19STR-22461, 20-OSTR-02275","This house is walking distance to many local places - Audubon Zoo, Audubon Park Golf Course, St. Charles Ave Streetcar, Whole Foods, Magazine St shops and restaurants. It's a 10-minute cab ride to French Quarter and downtown.",39343592,2015-07-23,"New Orleans, Louisiana, United States",,,67%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,Uptown,f,Audubon,29.92377,-90.12663,Entire residential home,Entire home/apt,8,3.5 baths,4.0,4.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Keurig coffee machine"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Conditioner"", ""Coffee maker"", ""Body soap"", ""Dryer"", ""Sound system"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Babysitter recommendations"", ""Baking sheet"", ""Dishwasher"", ""EV charger"", ""Shampoo"", ""Ceiling fan"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Shower gel"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Dedicated workspace"", ""Freezer"", ""Backyard"", ""Laundromat nearby"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Portable fans"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Cable TV""]",$500.00,4,1125,t,0,0,0,0,9,4,0,2016-04-24,2021-08-15,5.0,5.0,5.0,5.0,5.0,4.89,4.56,"19STR-22461, 20-OSTR-02275",f,0.13
10426812,Adorable 1 bedroom/1 bath condo!!!,"This is an adorable one bedrm/one bath condo in the historic Cottonmill building in New Orleans!! Everything you need including fridge, washer, dryer, queen bed, sofa, wifi and cable! Close to Rusty Nail, Cochon and Wood Pizza! 3 month minimum lease.<br /><br /><b>The space</b><br />Adorable One Bedroom/One Bath condo in the historic Cottonmill in Downtown New Orleans!! Access to pool, gym and courtyard. Wifi, cable, electricity and water included in monthly price. This is a 3 month minimum rental due to condo regulations.<br /><br /><b>License number</b><br />Long-term host, exempt from registration","You are in the Warehouse District of New Orleans. Steps away from restaurants, bars and everything NOLA has to offer!!",3891761,2012-10-16,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,22.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,Lower Garden District,t,Lower Garden District,29.9403,-90.06829,Entire condominium (condo),Entire home/apt,3,1 bath,1.0,1.0,"[""TV with standard cable"", ""Dryer"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Heating"", ""Gym"", ""Washer"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Pool"", ""Cable TV""]",$60.00,90,1125,t,0,0,0,90,1,1,0,2021-08-26,2021-08-26,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Long-term host, exempt from registration",f,0.41
10433356,Chateau Lola     18STR-11379.,"This classic, funky old New Orleans house was built in 1912, purchased by my Great Grandfather in 1923. Located in University area, apartment on the second floor (not handicap accessible). 2000 sq ft, 3 br, 2 bath, private balconies, new kitchen.  A short walk to Maple Street, Audubon Park (including a world class zoo), Tulane, Loyola. The world's oldest continuously operating streetcar line, which takes you directly into the French Quarter, is mere steps away. I live on the first floor.<br /><br /><b>The space</b><br />This second floor apartment has 3 bedrooms; one has two twin beds that can be put together the other has a full size bed,  an office with a day bed and trundle, also a full kitchen pots, pans, coffee maker, microwave. washer and dryer, bar sitting area for 4.  One bathroom has a claw foot tub the other has a shower. Have a glass on your private balcony while listening to the streetcar roll by.<br /><br /><b>Guest access</b><br />Private entrance to second floor apartmen","The house is in walking distance of Tulane and Loyola also Maple st. for coffee shops, restaurants and some bars.  the neighborhood is a mix of college students, families, teachers.  We are a streetcar ride away from downtown and all the stops along the way",53740796,2016-01-07,"New Orleans, Louisiana, United States",within a day,90%,69%,t,1.0,"['email', 'phone', 'facebook', 'reviews']",t,,f,Audubon,29.93828,-90.12517,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Dedicated workspace"", ""Breakfast"", ""Lockbox"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$188.00,2,1125,t,19,37,58,287,90,22,2,2017-04-10,2021-11-01,4.84,4.89,4.63,4.99,4.92,4.97,4.79,"18str-11379, 19-ostr-0000",f,1.61
10439237,Walk to Bourbon St & French Quarter,"Welcome to the Seventh Ward! It's a pleasure that I host you at this historic location that provides a 15 min walk to Bourbon St. and the French Quarters near Esplanade Ave. The property is 2 miles from the Fair Grounds and 3 miles from Super Dome/City Park. At this property, you will live like a native, which means a New Orleans shotgun, my neighborhood enjoys second lines, block parties, and the local jazz clubs and eateries.<br /><br /><b>The space</b><br />The property's architectural design is aligned with the native New Orleans' shot gun style home, but provides an intimate separation environment (There are no bedroom doors in this home.) The bedrooms offer one queen, two full, one sleeper sofa, and an outdoor space with a southern Louisiana Pecan tree. This unit is equipped to house up to 8 people; however, if you  would like to bring more people, my neighbor can accommodate up to 8 people if you are interested in renting where all of your guest can be near one another. Please i","My neighborhood is unique because it contains a local market with fresh produce with a social bar type atmosphere. In addition, my neighborhood provides a mixture of cultures and demographics of native New Orleanians.  Proximity to Bourbon Street is impeccable considering it turns into Pauger Street after crossing Esplanade Avenue. It's a 15 minute walk to Bourbon St. and Frenchmen St.   Within a block and a half of the N. Rampart/St. Claude street car line. Street car connects to the Central Business District (CBD), and other street car lines such as Loyola St., St. Charles Ave., and Canal St. Shaded backyard with huge Pecan tree.",46572687,2015-10-14,"New Orleans, Louisiana, United States",within an hour,100%,99%,f,2.0,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']",t,Seventh Ward,t,Seventh Ward,29.96966,-90.06127,Entire townhouse,Entire home/apt,8,1 bath,3.0,4.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Heating"", ""Free street parking"", ""Wifi"", ""Oven"", ""Hair dryer""]",$100.00,2,1125,t,8,27,45,306,149,16,1,2017-11-06,2021-10-20,4.34,4.52,4.44,4.87,4.77,4.36,4.53,"20STR-00857, 19-OSTR-0855",t,3.06
10447560,Charming Nawlins Home Available NOW,"Stunning Mid-city home! This gorgeous 3 bdrm, 2 bath single home is 2 blocks from Canal St Streetcar Line, which provides easy access to Jazz fest, French Quarter, the Convention Center, the Aquarium, Harrah's Casino, Superdome and much more!<br /><br /><b>The space</b><br />Sleeps 6 to 8+: 1 King Bed in Master Suite, 2 Queen Beds, 1 futon and 1 convertible sofa.<br /><br />Note: Until confirmed, rates are subject to change without notice.<br /><br /><b>Other things to note</b><br />Rates start at $350.00 per night (Rates depend on length of stay & special events)<br />Weekly and monthly rates available on request<br />French Quarter Festival - $2,500.00 flat rate (up to 4 night stay)<br />Jazz Festival - $3,500.00 flat rate (up to 5 night stay)<br />Essence Festival - $2,500.00 flat rate (up to 4 night stay)<br /><br /><br />Note: Until confirmed, rates are subject to change without notice.<br /><br /><b>License number</b><br />Exempt: This listing is a licensed hotel, motel, or bed a",,53823510,2016-01-08,US,within a day,80%,36%,f,1.0,"['email', 'phone']",t,Mid City,t,Mid-City,29.97268,-90.09562,Entire residential home,Entire home/apt,8,2 baths,3.0,4.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Dryer"", ""Fire extinguisher"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Washer"", ""Long term stays allowed"", ""Iron"", ""Heating"", ""Wifi"", ""Cable TV""]",$324.00,2,60,t,14,44,74,347,4,4,0,2021-05-31,2021-07-19,5.0,5.0,4.75,5.0,5.0,5.0,4.75,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",f,0.75
10457293,Levee Rest Suite,"Not a party place- respect my neighbors.<br />This is your own little space to relax after exploring and partying in our wonderful City.<br />Approximately 500 sq ft, open living/kitchen area with a small dining table. King sized bed and shower/tub combo in bathroom.<br />Wifi, Roko Tv, washer & dryer.<br />No smoking of any kind inside the apartment. Evidence of smoking will result in forfeit of deposit.<br />No pets - evidence of pets will result in forfeit of deposit.<br /><br /><b>The space</b><br />Approximately 500 sq ft, open living/kitchen area with a small dining table. King sized bed and shower/tub combo in bathroom.<br />Wifi, Roko Tv, washer & dryer. Please note _ we do not supply person wash cloths. <br />This apartment is in a 4 plex- close proximity to the other tenants/guests. It's not a party place. There's one parking space per apartment. We're at the end of the block, which is a dead end. Our neighbors are older folks and have lived in the block for decades. We're 4 ",We're 9 blocks to S. Carrolton Ave. There's a streetcar stop at Oak & S Carrollton Ave - right next to coffee shop & opposite Rite Aid. The apartment is 3 blocks from the end of Oak St. Please google the address. We're not in the midst of bars and restaurants. We're either the 1st block into Orleans parish from Jefferson Parish or the last block  depending on what direction you're looking at. Most guests prefer to have  their own vehicle or UBER/cab.,15357546,2014-05-11,"New Orleans, Louisiana, United States",,,,t,6.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Riverbend,f,Leonidas,29.95361,-90.13282,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Wifi"", ""Oven"", ""Hair dryer""]",$114.00,30,120,t,0,0,19,109,104,0,0,2016-09-07,2019-09-24,4.9,4.96,4.94,4.97,4.93,4.61,4.83,17STR-09846,f,1.65
