"speaker","title","msg"
"Operator",NA,"We will take our next question from Simeon Gutman from Morgan Stanley. Your line is open. Please go ahead."
"Simeon Gutman","Analyst at Morgan Stanley","Good morning, Rick, good morning, Jeff. I wanted to ask about Dollar Tree Plus, also wanted to ask about the $1.25 price point at Dollar Tree. Can you talk about, I guess the trade-off here of maybe accelerating a move to higher price points, given some of the higher-cost pressures, given some of the margin headwinds, just the trade-off given how the consumer is behaving and then maybe speeding up Dollar Tree Plus rollout to more stores. Thank you."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Yeah, two good questions there. We are very excited what we're seeing with Dollar Tree Plus and our intent is to move that along as fast as we can. The same thing with the $3, $4, $5 frozen food. The change in the basket when those volumes goes in is significant. The price point saying, Rick McNeely, our Chief Merchant, is actually experimenting with a couple more price points in certain stores, and there has been no consumer resistance. I think once we broke the dollar, I think that any backlash on that is behind us. And what Rick is doing, incrementally priced SKUs are not a repetition of what we already have. So, we're creating a bigger basket and a broader shopping experience."
"Jeff Davis","Chief Financial Officer at Dollar Tree","If I could just add to that, one other thing that the merchant team is really focused on in whole situation is always making sure that they're giving more value in relation to the market and every price, and while some of our prices in relation to where we were previously embracing a dollar at a higher price point, continue to have that price separation, the value separation against other competitors in the marketplace."
"Simeon Gutman","Analyst at Morgan Stanley","Thank you."
"Randy Guiler","Vice President, Investor Relations at Dollar Tree","Next question please."
"Operator",NA,"We will take our next question from Edward Kelly from Wells Fargo. Your line is open. Please go ahead."
"Edward Kelly","Analyst at Wells Fargo & Company","Hi guys. Good morning. So first on shrink. Just quickly, could you just walk us through the surprise there. I would think that shrink would be tied to [Indecipherable] year and inventory accounts. I'm just curious as to what happened there, and then Rick for you, big picture, we all see the potential here and we hear you that nothing changes with all this, but the base that we're looking at as a starting point has been going down. I'm sure you joined, because you saw potential for significantly higher earnings than you're going to be at six bucks [Phonetic] this year, but I guess the question is the timing around the inflection, and you mentioned sort of three years. But how quickly do you think we can begin to see that acceleration."
"Jeff Davis","Chief Financial Officer at Dollar Tree","Ed, this is Jeff, I'll take the first part of the question regarding shrink. When we gave our guidance for the year, we had approximately less than 10% of our stores taking their inventories for the year. And while we did see some elevation in that shrink, that was embedded in our guidance for the year. As we move through the course of the quarter, we saw a pretty rapid increase in the level of shrink that was being experienced by the stores, and as Rick had said, we were seeing that across all shrink classes, which was really out of the normal for us. That's the reason why we needed to make the adjustments. So, through this period of time, we only have little less than 40% of our stores that have taken their inventories. We are anticipating that what we're seeing today could accelerate even further because we still have a number of our higher shrink class stores left, and that's what's being reflected in the adjustments that we had for the year. But based upon what we know today based upon some other leading indicators, we believe that the adjustment we make is most appropriate. This is not unlike what you're seeing in many other retailers across the industry. Some of this is societal, some of it is economic, some of it of course is particular to us. And we're taking all the appropriate steps that we can to control and mitigate this where we can."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Then on the second part of your question, the first thing I'd like to say is we intend to highlight, a lot of that question at the Investor Day, which will give you a little more clarity to how it's going to shake down and how quick it's going to come. Couple comments though prior to that. Number one, I'm very bullish on the opportunity here. And I do think if we are realistic, this consumable share and shrink impact are transitory. I do not believe we're going to be living with them forever, and that is all accretive to what we're doing. Then you throw in, and all of this is in motion now, the move to the 78 inch [Phonetic] profile. We're going to add almost 1,000 new SKUs.

The work on dollar Tree Plus, the expanded [Indecipherable], the expanded frozen food, the improvement in the physical store facilities. We are reducing our turnover, there is already proof of that by the wage investments we've made, which is going to help us in so many other areas. So, what I'd like to say there a lot in motion. I am incredibly confident and optimistic, and we'll lay this out for you in more detail at the Investor Day."
"Edward Kelly","Analyst at Wells Fargo & Company","Thank you."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Thank you, Ed."
"Operator",NA,"We will take our next question from Scot Ciccarelli from Truist Securities. Your line is open. Please go ahead."
"Scot Ciccarelli","Analyst at Truist Securities","Scot Ciccarelli, good morning. A lot of your initiatives like expanding cooler doors and frozen foods have been focused on driving consumable sales, and that's obviously the driver to the transaction growth, as you've highlighted, but Rick, like as the consumer behavior starts to stabilize, how do you shift consumers back to buying more discretionary goods, because in theory your consumable sales gains should be sustainable, and if we look at Dollar General as an example, like their consumables sales spike during the great recession, I think consumables continue to become a bigger part of their sales pie every year up until the pandemic. So, like how you actually changed that trend once the consumer starts to normalize."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Another great question. And I would say this, and no offense to anybody prior to me. Somewhere along the line we have confused value at cheap. Our consumer is looking for value, and value means that they did the classic story I can remember years ago, people somebody bought a rake in one of our stores, took it home and used one day and it was broken. Well, that was cheap, but that's not value. And how we are going to manage this, we are doing a better job of procuring products and bringing the right selection in. The people at Dollar Tree are making their first trip to China in over three years, and we're really excited, now they will be able to stand face-to-face with the manufacturer and the vendor and be able to see and hold and feel what they are going to bring in to the store. And then the other thing, Scott, to be frank, the consumer is going to make that choice. If we have the right products, the right selection and we promote value, the consumer is going to gravitate there anyway."
"Scot Ciccarelli","Analyst at Truist Securities","Got it, understood. Thank you."
"Operator",NA,"We'll take our next question from Peter Keith from Piper Sandler. Your line is open. Please go ahead."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Good morning, Peter."
"Peter Keith","Analyst at Piper Sandler","Hey, good morning, everyone. So, the transaction comps are pretty impressive and nice to see. I'm curious with the economic backdrop, what type of trade-in/trade-down benefit you're seeing? Obviously, you're getting more customers in stores. This repeat behavior, are you starting to see new customers that you can track behavior on."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","We're actually seeing new customers. Our core customer is coming more frequently. Now when they come, they don't spend anymore, but they come more often. And what we are seeing is the trade-down in that $80,000 income range, and we're actually beginning to target that consumer, and that consumer is more wrapped up in the consumable business. And one of the things that Jeff highlighted, I hope that everybody caught was the improvement in our service levels to the stores, which is significant, and that service-level improvement comes from giving the stores what they want, when they order it and they are drawing consumables at a much higher rate now. And then what happens when that higher income consumer comes in, they used to a certain in-stock level, and we're now able to do a better job of satisfying them, which is why we're seeing that trade down."
"Jeff Davis","Chief Financial Officer at Dollar Tree","And now, Peter, just to give you a little more dimensionalization across both banners. They are averaging about 3 million net-new customers over a trailing 12-month period. So, you are seeing that new customer coming to us. We're seeing that customers shop across the entire store across consumables and discretionary. And as Rick has mentioned, our ability to make sure that we have the right store environment such that they want to come back is an important element for us. That is the reason why we want to continue to improve our store standards and delivery and service to their stores."
"Peter Keith","Analyst at Piper Sandler","Okay, very helpful. Thanks so much."
"Operator",NA,"We will take our next question from Karen Short from Credit Suisse. Your line is open. Please go ahead."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Good morning, Karen."
"Karen Short","Analyst at Credit Suisse Group","Hey, morning. Thanks very much and look-forward to seeing you in a few weeks. I just wanted to ask a couple of things. So, on overall margin structure within the Dollar Tree banner, so is it fair to say as we get through the year, you'll have more benefit from freight. So, what we're looking at right now is not necessarily the run-rate, but there is a mix-shift and then that will be offset a little more impactfully in the second half of the year on trade. But then the second bigger thing I wanted to ask because I know you're doing a test on consolidating and distribution center, and wondering if you could give some updates on that, as it relates to what I could look like as much bigger rollout as we go for it."
"Jeff Davis","Chief Financial Officer at Dollar Tree","I'll take the second. So, on the first portion of the question with respect to margins at Dollar Tree, we had stated earlier that our expectations will be able to manage that business over the course of the year to 36% to 37% gross margin rate, and there's lot that goes into that, of course, not only product costs, but shrink markdowns and some other elements. Today, as we look at our guidance, I would say that we would be at the lower end of that range, but we feel comfortably that we will be able to continue managing that business based upon our product offering and how the customer behaviors have been in that 36%, 37% range or the lower end of that. There's just a number of elements that we believe that we still have to work to from a product offering basis, as we look at the introduction of new price points and able to capture a little more margin, where previously we weren't able to do so at some of the lower-price points."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Then in regards to the question concerning combined warehouses, we are opening on the process of building one in Florida. We had one in Utah, and we actually converted it to Family Dollar only. It's one of those propositions that sound easy, makes sense, but it tends to be a little more difficult to execute. And what John and Mike have done for us if have gone, which we will share in the Investor Day, we've done a total analysis of the system, and at the end of the day this really boils down to stem miles, and how far away the distribution center is from the stores, and I have no opinion. I'm not sold that we need to do it, but I'm not sold that we don't need do it. But we need to spend a little more time with it. And we're going to give you our thoughts on a more broader base at the Investor Conference, and then we'll probably have an answer in the next six or seven months, where we would go ultimately on a combined warehouse."
"Karen Short","Analyst at Credit Suisse Group","Okay, great. Thank you very much."
"Operator",NA,"We will take our next question from Matthew Boss. Your line is open. Please go ahead."
"Matthew Boss","Analyst at J.P. Morgan Chase and Company","Great, thanks."
"Jeff Davis","Chief Financial Officer at Dollar Tree","There you are, Matt, good morning."
"Matthew Boss","Analyst at J.P. Morgan Chase and Company","Good morning, Rick. So, Rick, at the Dollar Tree banner, could you speak to the dichotomy that you're seeing between the traffic improvement, which obviously is a nice positive, relative to the average ticket decline that you're experiencing. And then just what are you seeing with recent trends to support the sequential comp acceleration that you embedded in your second quarter guidance at the Dollar Tree banner."
"Rick Dreiling","Chairman and Chief Executive Officer at Dollar Tree","Yeah, I don't want to give mid quarter guidance here. It's -- we're only three weeks, three and half weeks into the quarter, but I will tell you, I am very pleased with the trends and the transaction counts have not changed. Matt, when I look at this, we always want to look at the basket, and I've always believed that footsteps ultimately drive the basket. And I am very pleased with what we're seeing with transactions, and I think the transaction growth we have is leading to the comp sales that were driving at Dollar Tree. So, I remain very, very bullish on both banners at this stage of the game."
"Randy Guiler","Vice President, Investor Relations at Dollar Tree","Next question please."
"Operator",NA,"We will take our next question from Joe Feldman. Your line is open. Please go ahead."
